system,channel,position,source,sampling_rate_hz,sample_count,duration_seconds,analysis_duration_seconds,unit,bearing_fault_metadata,bearing_fault_condition_used,rotor_fault_metadata,metadata_conflict,metadata_resolution,sensor_sensitivity_v_per_g,finite_fraction,mean_g,rms_g,common_0_7khz_rms_g,common_0_7khz_rms_retained_percent,first_30s_rms_g,final_30s_rms_g,final_vs_first_30s_rms_change_percent,peak_abs_g,peak_to_peak_g,crest_factor,kurtosis_pearson,range_utilization_percent,range_exceedance_fraction,rms_5s_mean_g,rms_5s_min_g,rms_5s_max_g,rms_5s_cv_percent,fft_global_peak_1_1000_hz,fft_global_peak_1_1000_amplitude_g,envelope_band_low_hz,envelope_band_high_hz,shaft_expected_hz,shaft_fft_peak_hz,shaft_fft_amplitude_g,shaft_fft_local_snr_db,shaft_envelope_peak_hz,shaft_envelope_amplitude_g,shaft_envelope_local_snr_db,ftf_expected_hz,ftf_fft_peak_hz,ftf_fft_amplitude_g,ftf_fft_local_snr_db,ftf_envelope_peak_hz,ftf_envelope_amplitude_g,ftf_envelope_local_snr_db,bpfo_expected_hz,bpfo_fft_peak_hz,bpfo_fft_amplitude_g,bpfo_fft_local_snr_db,bpfo_envelope_peak_hz,bpfo_envelope_amplitude_g,bpfo_envelope_local_snr_db,bpfi_expected_hz,bpfi_fft_peak_hz,bpfi_fft_amplitude_g,bpfi_fft_local_snr_db,bpfi_envelope_peak_hz,bpfi_envelope_amplitude_g,bpfi_envelope_local_snr_db,bsf_expected_hz,bsf_fft_peak_hz,bsf_fft_amplitude_g,bsf_fft_local_snr_db,bsf_envelope_peak_hz,bsf_envelope_amplitude_g,bsf_envelope_local_snr_db,2bpfi_expected_hz,2bpfi_envelope_peak_hz,2bpfi_envelope_amplitude_g,2bpfi_envelope_local_snr_db,screen_finite,screen_range,screen_shaft_peak,screen_bpfi_envelope
13A131 + NI-9234,CH0,ShaftEndTop,UOS_Compare/Channel 0/ShaftEndTop/H_H_25600_30204_1400_1.tdms,25600.000000000015,1536000,59.999999999999964,29.999999999999982,g,H,IR,H,Yes,User-confirmed raw metadata typo; analyzed as IR,0.0964,1.0,0.0028039246581980275,0.9059499614462078,0.637127178740431,70.32697233336782,0.9119536599346257,0.9059499614462078,-0.658333723760518,26.51965895720902,46.918287869813284,29.27276349222922,32.50199846207812,53.039317914418035,0.0,0.9055395451666319,0.8067187914876548,1.0321443621967323,9.082112159957079,23.25000000000001,0.23596742370947169,2000.0,7000.0,23.333333333333332,23.25000000000001,0.23596742370947169,67.53299474413825,23.25000000000001,0.16293171291955627,22.193382531302255,9.69484229664145,9.500000000000004,4.814785557170855e-05,3.1228783808732845,9.500000000000004,0.03305723377826951,8.248163446342318,145.42263444962174,145.25000000000006,0.0009226090490245601,5.461824165668698,146.25000000000006,0.02026701100488485,6.627942435240896,204.5773655503782,205.25000000000009,0.001542298687491304,5.280976552641706,205.25000000000009,0.11203675134791108,22.99820022224468,65.44125494354253,65.75000000000003,0.002902514807389168,10.47765836313676,64.50000000000003,0.031576539397496405,7.895806635990641,409.1547311007564,410.00000000000017,0.015044562228413237,8.774690348684759,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH1,ShaftEndTop,UOS_Compare/Channel 1/ShaftEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1543680,60.29999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.101,1.0,0.003084298799139983,0.9265627230883158,0.6579416894513798,71.0088667563057,0.924080056393415,0.9265627230883158,0.268663594428209,32.23090202823055,53.40947678084157,34.78545081200989,31.99130433772829,64.4618040564611,0.0,0.9158694130350074,0.762236409712658,1.1281656150733297,15.140547166599255,23.25000000000001,0.21985085951883693,2000.0,7000.0,23.333333333333332,23.25000000000001,0.21985085951883693,63.972938109502806,23.25000000000001,0.15921672610928844,21.989042793457205,9.69484229664145,9.750000000000004,0.00011805952883826195,0.7246835461614703,9.500000000000004,0.033722626772186556,8.247437503894341,145.42263444962174,145.50000000000006,0.0007543782174687131,3.847555744325848,146.25000000000006,0.019809296760544572,5.743765184740543,204.5773655503782,205.50000000000009,0.0014963601413326422,4.78551566465422,205.25000000000009,0.09899568919404093,22.213005320229442,65.44125494354253,65.75000000000003,0.002507225058952218,10.105126608495887,64.50000000000003,0.027329448343221777,6.137180973315487,409.1547311007564,410.00000000000017,0.018450108136553428,9.85127891303372,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH2,ShaftEndTop,UOS_Compare/Channel 2/ShaftEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1536000,59.999999999999964,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0991,1.0,0.0013032878477954022,0.8963488927904467,0.6177447540934089,68.91789113168778,0.9023170693674837,0.8963488927904467,-0.6614278704957455,35.57729796237858,66.79651738964682,39.69135037543471,39.49859470270583,71.15459592475716,0.0,0.8909957977373714,0.7491860998029866,1.1158393997227432,14.325778959480251,23.25000000000001,0.21744574845398465,2000.0,7000.0,23.333333333333332,23.25000000000001,0.21744574845398465,65.10237732128938,23.25000000000001,0.12363136287591982,20.86636191378946,9.69484229664145,9.000000000000004,8.237532965688231e-05,0.8803410710759998,9.500000000000004,0.027255954460841492,7.343255675683958,145.42263444962174,145.25000000000006,0.0006778649930307134,2.7345227455848358,146.25000000000006,0.01639410646565953,3.794116174560868,204.5773655503782,205.50000000000009,0.0011977926350993562,2.393926772966877,205.50000000000009,0.0793700337481918,20.480287359428107,65.44125494354253,65.75000000000003,0.0018190331482348474,5.402474955214853,64.50000000000003,0.028480254885107175,7.443463864885873,409.1547311007564,410.00000000000017,0.014504132539661431,8.868353592418663,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH3,ShaftEndTop,UOS_Compare/Channel 3/ShaftEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1525760,59.599999999999966,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.1001,1.0,0.001779008432825772,0.8821942040784049,0.6274879502545277,71.12809711893775,0.8751093305726111,0.8821942040784049,0.8095986705064506,31.550889255103645,52.446825275364645,35.76410852535998,31.04471542016814,63.10177851020728,0.0,0.8662609092460815,0.7235540015407672,1.1107767047384332,15.65135205563824,23.25000000000001,0.21714448484289275,2000.0,7000.0,23.333333333333332,23.25000000000001,0.21714448484289275,65.11219035564443,23.25000000000001,0.14435245102743496,22.704878009511784,9.69484229664145,9.500000000000004,0.00011444687678982017,4.3893086818178,9.500000000000004,0.0271862503009536,7.523633445701624,145.42263444962174,146.25000000000006,0.0004631967118666825,-0.5166456434856258,145.25000000000006,0.011012622007662513,1.5179759827443309,204.5773655503782,205.50000000000009,0.0014120465611186866,3.1731208162946873,205.50000000000009,0.09322970770050433,23.01494101150352,65.44125494354253,64.50000000000003,0.0019865646332212325,6.358927722328007,64.50000000000003,0.031646312086087154,9.29627160488126,409.1547311007564,410.00000000000017,0.008346219870347726,3.7583529712730472,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH0,ShaftEndSide,UOS_Compare/Channel 0/ShaftEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1538560,60.099999999999966,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0964,1.0,0.0027556758192234057,0.7930385521049881,0.45351481526515,57.18698215381469,0.8169005763271442,0.7930385521049881,-2.9210438716351317,31.779309937852975,62.208199407282166,40.07284368899862,39.14703616801108,63.55861987570594,0.0,0.8014835617457279,0.6997064194105908,0.9201614335679063,9.577786760192184,23.25000000000001,0.06353898124236641,2000.0,7000.0,23.333333333333332,23.25000000000001,0.06353898124236641,51.46984940244628,23.25000000000001,0.09765355721973255,21.311993295654478,9.69484229664145,9.500000000000004,0.000234444227235442,17.305444750545632,9.500000000000004,0.017359797357774633,6.342136647896054,145.42263444962174,145.25000000000006,0.0018397764333983736,3.328214802821675,146.25000000000006,0.011409475616169474,4.9853882474410804,204.5773655503782,205.25000000000009,0.0008137499798512608,1.6962085424929012,205.25000000000009,0.08039437144836555,23.94883017121596,65.44125494354253,65.75000000000003,0.0006396213230898085,7.0512232390975935,64.50000000000003,0.016879409545898495,7.37489877102173,409.1547311007564,410.00000000000017,0.012525822123039565,10.993081306718116,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH1,ShaftEndSide,UOS_Compare/Channel 1/ShaftEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1528320,59.69999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.101,1.0,0.0030287814808943802,0.8177452024921397,0.4700283952653707,57.47858793092567,0.827780317375315,0.8177452024921397,-1.2122920384232128,28.053357394459695,50.044350172475234,34.30574378053823,30.347449037355773,56.10671478891939,0.0,0.8231042176021027,0.7129940558721859,0.9897175344738262,13.611756879859914,23.25000000000001,0.06953412118516629,2000.0,7000.0,23.333333333333332,23.25000000000001,0.06953412118516629,52.82852554287837,23.25000000000001,0.09878946252495897,21.33552005142694,9.69484229664145,9.500000000000004,0.00028843526594506135,15.184679219092619,9.500000000000004,0.015373895225955038,4.273221021811397,145.42263444962174,145.50000000000006,0.002078644867657593,5.3882326157350064,146.25000000000006,0.01291852988759414,4.806173695564891,204.5773655503782,205.50000000000009,0.0009165498666707532,3.70889941798977,205.25000000000009,0.07390535589690138,22.274890716644535,65.44125494354253,65.75000000000003,0.0003646388402501603,2.9980927623697697,64.50000000000003,0.019204773906120402,7.616952527643896,409.1547311007564,410.00000000000017,0.010341038860951194,8.98028803734247,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH2,ShaftEndSide,UOS_Compare/Channel 2/ShaftEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1541120,60.19999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0991,1.0,0.00194184816586963,0.830610778602039,0.46085153501283366,55.48345228416981,0.8266690024689776,0.830610778602039,0.4768264107265052,19.25776282130412,37.39099816898083,23.18506250751517,27.00547175996152,38.51552564260824,0.0,0.8221705813753246,0.7020948996523174,0.9939248559950763,13.315300939028685,23.25000000000001,0.06949130320029105,2000.0,7000.0,23.333333333333332,23.25000000000001,0.06949130320029105,52.312857557976294,23.25000000000001,0.10487716686722637,22.779542757513717,9.69484229664145,9.500000000000004,0.0003818160557815857,22.38770936887176,9.500000000000004,0.013805210052558583,4.917835721723421,145.42263444962174,145.50000000000006,0.002017626669243249,4.78531405488395,146.25000000000006,0.014186542020300114,6.252008316378931,204.5773655503782,204.50000000000009,0.000739681474247161,0.9825655931617922,205.50000000000009,0.08387983973439828,24.2453740603278,65.44125494354253,65.75000000000003,0.0004767896882980045,6.3037191746510555,64.50000000000003,0.019580337877954476,7.601609540207037,409.1547311007564,410.00000000000017,0.006515273309255585,4.689648186361918,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH3,ShaftEndSide,UOS_Compare/Channel 3/ShaftEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1538560,60.099999999999966,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.1001,1.0,0.0019691117336610824,0.8672115038231438,0.4927865533059237,56.82426387720301,0.8568470834898316,0.8672115038231438,1.209599767918812,29.79128251452009,58.50610144283718,34.35296047525175,36.87440040952581,59.58256502904018,0.0,0.8550319620183456,0.7527788436604405,1.0239488224623643,13.316048001281205,23.25000000000001,0.06577116678809695,2000.0,7000.0,23.333333333333332,23.25000000000001,0.06577116678809695,51.47030054140552,23.25000000000001,0.10411559717777143,20.89964139315933,9.69484229664145,9.500000000000004,0.00037468011576577035,18.227212634491295,9.500000000000004,0.018699768119678502,6.229044461660219,145.42263444962174,145.50000000000006,0.0020947584822252497,4.0435267352275375,146.25000000000006,0.010125365547005537,2.3475667073694426,204.5773655503782,205.50000000000009,0.0008419149812110322,1.953460994289452,205.50000000000009,0.06678562233419795,21.973971611402135,65.44125494354253,65.75000000000003,0.000510964448311998,5.668792956564381,64.50000000000003,0.02432733628463122,8.05016231552846,409.1547311007564,410.00000000000017,0.007227794271660664,5.7448409891482815,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH0,MotorEndTop,UOS_Compare/Channel 0/MotorEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1541120,60.19999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0964,1.0,0.00270328016412583,0.46970307909903225,0.45192880722850043,96.21584940328137,0.47002011755977363,0.46970307909903225,-0.06745210447317573,4.568241597653753,7.0872057794605805,9.72580721935311,2.576728211320495,9.136483195307505,0.0,0.4697327592959378,0.45380303170173153,0.49089681882245056,2.828751472130511,23.25000000000001,0.3911680512327342,2000.0,7000.0,23.333333333333332,23.25000000000001,0.3911680512327342,70.37397776430483,23.25000000000001,0.04760092070223082,22.574940637204115,9.69484229664145,9.500000000000004,3.981830633805083e-05,5.718312100773618,9.500000000000004,0.007476170143963255,5.689211678919821,145.42263444962174,145.25000000000006,0.0013964294262660921,5.9788714820469755,146.25000000000006,0.004610975863812693,6.411324006872949,204.5773655503782,204.00000000000009,0.0011715316842621972,3.9042528453592116,205.25000000000009,0.022630035298574016,22.21609850428227,65.44125494354253,65.75000000000003,0.002057166983202294,9.643846108963439,65.50000000000003,0.007770818867804424,8.02033267107332,409.1547311007564,410.00000000000017,0.00550418488317813,11.650563767823957,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH1,MotorEndTop,UOS_Compare/Channel 1/MotorEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1546240,60.39999999999996,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.101,1.0,0.002665908417896362,0.4466841417195895,0.42449482643628283,95.03243719423641,0.4479136497254118,0.4466841417195895,-0.2744966594735554,3.764589655447598,7.1833010896534635,8.427856070634487,2.614871450618266,7.529179310895195,0.0,0.4470461611347278,0.42722629505068976,0.4723289588464705,3.8298493554910404,23.25000000000001,0.3642303424876052,2000.0,7000.0,23.333333333333332,23.25000000000001,0.3642303424876052,71.17096192039689,23.25000000000001,0.0440193755952704,22.53616744165534,9.69484229664145,9.500000000000004,3.543808050526672e-05,5.452136617497314,10.500000000000005,0.004426502982973647,1.7731371259122455,145.42263444962174,145.50000000000006,0.0013181871510412424,5.6133941707623345,146.25000000000006,0.0036412828516054364,4.961313960215347,204.5773655503782,204.25000000000009,0.001092196292310493,2.973453107269832,205.25000000000009,0.018949313236712194,21.411886835672163,65.44125494354253,65.75000000000003,0.001997443991656848,9.416106063550174,64.50000000000003,0.006913876504267916,8.051732679530888,409.1547311007564,410.00000000000017,0.0020625478553357715,3.7336010633551284,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH2,MotorEndTop,UOS_Compare/Channel 2/MotorEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1528320,59.69999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0991,1.0,0.001847809202853964,0.4428983127545842,0.4244282909032246,95.82973758999302,0.4426485251068009,0.4428983127545842,0.05643024513026784,3.5919346815136515,6.44301990441978,8.11006630206783,2.5688803321505738,7.183869363027302,0.0,0.44092485435207124,0.418214610456949,0.4725868146681614,4.362256207519333,23.25000000000001,0.35920317046382827,2000.0,7000.0,23.333333333333332,23.25000000000001,0.35920317046382827,69.10025331914044,23.25000000000001,0.046061628513553686,23.691025203388346,9.69484229664145,9.500000000000004,5.397492942554071e-05,7.762664904579185,9.500000000000004,0.0047749431634255355,3.6685224915490227,145.42263444962174,145.50000000000006,0.00132812180915844,4.624110589249207,146.25000000000006,0.0035595774288466925,4.220491858485692,204.5773655503782,205.50000000000009,0.0011842092727687087,2.906787385237359,205.50000000000009,0.015981874664476654,19.672658054985032,65.44125494354253,65.75000000000003,0.0018791302698562653,8.909997949453254,64.50000000000003,0.006806532840697507,7.474917240881565,409.1547311007564,410.00000000000017,0.0027599515176204214,6.4622348898742565,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH3,MotorEndTop,UOS_Compare/Channel 3/MotorEndTop/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1533440,59.89999999999996,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.1001,1.0,0.0019777012700444327,0.45480007437551684,0.43702960236445587,96.09268489336517,0.4537933876698417,0.45480007437551684,0.22183811686731225,4.130308832299018,7.235829201958044,9.08159225341007,2.7506410696217594,8.260617664598035,0.0,0.4527307548485861,0.42998733177674425,0.49152598821459476,4.835547154405619,23.25000000000001,0.3622797902198273,2000.0,7000.0,23.333333333333332,23.25000000000001,0.3622797902198273,69.50936862263285,23.25000000000001,0.0517176641920796,24.696092419340644,9.69484229664145,9.500000000000004,7.839765691200337e-05,10.461806969499015,9.500000000000004,0.006062275330222704,5.57616889858812,145.42263444962174,145.50000000000006,0.002167122010252728,8.020528994009887,146.25000000000006,0.003022053221861218,2.9063654634046094,204.5773655503782,203.75000000000009,0.0010229511285076867,2.060408179681197,205.50000000000009,0.01932475212881576,21.23269523348401,65.44125494354253,65.75000000000003,0.0013726834869925361,6.195516457891874,64.50000000000003,0.008140451015787222,8.57214196285925,409.1547311007564,409.25000000000017,0.001918683959796758,2.8125325735363083,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH0,MotorEndSide,UOS_Compare/Channel 0/MotorEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1533440,59.89999999999996,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0964,1.0,0.0019789644405770767,0.24041855175681315,0.16014455017646703,66.61072908319304,0.24251058853826843,0.24041855175681315,-0.8626579128214629,4.967043962718586,9.29983640253112,20.659986204986474,17.4426319099558,9.934087925437172,0.0,0.23771100841434667,0.21465358154968248,0.2761658170248509,9.376402031189823,23.25000000000001,0.020909604705520456,2000.0,7000.0,23.333333333333332,23.25000000000001,0.020909604705520456,41.991423214264074,23.25000000000001,0.031147630903678114,21.738490160705368,9.69484229664145,9.750000000000004,0.00034179171822168263,6.465838376507024,9.500000000000004,0.004720180104181632,4.865912019375063,145.42263444962174,145.25000000000006,0.0007270560226601146,3.4126925346300565,146.25000000000006,0.0034560282941173926,5.727531222208622,204.5773655503782,205.50000000000009,0.0014609443567582207,4.658215373688334,205.25000000000009,0.014931965732816898,20.802395925899937,65.44125494354253,65.75000000000003,0.00034658248323713483,2.907737226326615,65.50000000000003,0.0053536015428273685,7.195481798683213,409.1547311007564,410.00000000000017,0.0013237492421429814,3.487355019861234,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH1,MotorEndSide,UOS_Compare/Channel 1/MotorEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1541120,60.19999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.101,1.0,0.0028379110369070363,0.22292616215091582,0.1452269435756672,65.14576045020321,0.2179308874777921,0.22292616215091582,2.292137076545764,5.803993485046806,11.416346168465342,26.035497265312618,15.116716485049526,11.607986970093611,0.0,0.21866393797180614,0.1880305987378389,0.2674572034586331,13.394621604183918,23.25000000000001,0.022076835156471804,2000.0,7000.0,23.333333333333332,23.25000000000001,0.022076835156471804,57.548270557772724,23.25000000000001,0.030798043331911527,20.57619091607107,9.69484229664145,9.500000000000004,0.000337991369995378,25.3356570261254,9.500000000000004,0.005040781058635598,3.990493162486734,145.42263444962174,145.50000000000006,0.0009158968040035244,6.449799531950438,146.25000000000006,0.0029543688079255474,3.2735219423586877,204.5773655503782,204.25000000000009,0.0010699646235012052,1.9972628806922361,205.25000000000009,0.013848129518456806,19.332656271716058,65.44125494354253,65.75000000000003,0.00020806934176823108,4.6145291211865995,65.25000000000003,0.005182885380958472,6.074403869081282,409.1547311007564,410.00000000000017,0.001138799713869829,2.9614868596745847,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH2,MotorEndSide,UOS_Compare/Channel 2/MotorEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1533440,59.89999999999996,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.0991,1.0,0.0021445280214892597,0.23394033989918395,0.14987247950138544,64.06440187526984,0.23685852330570742,0.23394033989918395,-1.2320364772168468,4.358825708850358,8.544844604500506,18.632210719744975,11.073746114240757,8.717651417700717,0.0,0.23162703201788773,0.19882852183888952,0.29357985815505105,15.48518546866843,23.25000000000001,0.020183062578352375,2000.0,7000.0,23.333333333333332,23.25000000000001,0.020183062578352375,57.31623570873719,23.25000000000001,0.03693759276982233,21.87731371526613,9.69484229664145,9.500000000000004,0.00039937451946294616,27.349223642945976,9.500000000000004,0.005955437924036943,5.370684101406428,145.42263444962174,145.50000000000006,0.000959075741405415,5.408898507737532,146.25000000000006,0.0030752926637563132,2.8623040389998087,204.5773655503782,205.50000000000009,0.0012027723812026063,2.0512174813450947,205.50000000000009,0.01222151998625834,17.350523158864934,65.44125494354253,64.50000000000003,0.0002507933233462827,5.28358674625672,64.50000000000003,0.007134357542905389,8.136846673940097,409.1547311007564,410.00000000000017,0.000925239917356331,0.6802651267168346,Pass,Pass,Pass,Pass
13A131 + NI-9234,CH3,MotorEndSide,UOS_Compare/Channel 3/MotorEndSide/H_IR_25600_30204_1400_1.tdms,25600.000000000015,1530880,59.79999999999997,29.999999999999982,g,IR,IR,H,No,Raw metadata matches stated condition,0.1001,1.0,0.0020902100267208338,0.22166385522578114,0.15065651724666196,67.96620815477881,0.22247776597336963,0.22166385522578114,-0.3658391408361772,3.793951303499753,6.8986985046153855,17.11578687303499,11.741363710175783,7.587902606999506,0.0,0.2172096381614086,0.19370284797396967,0.2789553523441448,14.9072509220492,23.25000000000001,0.019144584113618916,2000.0,7000.0,23.333333333333332,23.25000000000001,0.019144584113618916,56.6283644411893,23.25000000000001,0.036816387380309665,22.431859320038487,9.69484229664145,9.500000000000004,0.0004157193178073699,27.357036723042086,9.500000000000004,0.0061015772144858045,7.215204432918108,145.42263444962174,145.50000000000006,0.0008627695022544204,4.506187912844429,145.25000000000006,0.002623622654429285,2.0106296326123667,204.5773655503782,205.50000000000009,0.001231671229290206,2.4511067841612304,205.50000000000009,0.013597443486969538,18.947765584696644,65.44125494354253,65.75000000000003,0.00027825929300459747,6.701811916582495,64.50000000000003,0.006928264136907326,8.325294211599521,409.1547311007564,408.75000000000017,0.0009791853627427625,0.8441411720713272,Pass,Pass,Pass,Pass
UOS v1 sensor + 16 kHz acquisition,legacy,ShaftEndTop,external_data/uos_v2_pilot/2026-07-22_1400rpm_30204_ir_h/legacy_333d01_16khz/ShaftEndTop_H_IR_16_30204_1400.mat,16000.0,1280000,80.0,30.0,g,IR,IR,H,No,Filename matches stated condition,Unknown,1.0,-1.9942226576033617e-06,0.47577816426644237,0.460164013431299,96.71818675007555,0.4879111957290302,0.47577816426644237,-2.4867294640490534,7.068492226324245,13.851640203738675,14.856697421628184,14.769449041537996,35.34246113162122,0.0,0.4708300062473986,0.39588186369677236,0.5916597499434305,11.781437285807781,23.25,0.21424912239018354,2000.0,7000.0,23.333333333333332,23.25,0.21424912239018354,66.47538958697267,23.25,0.12018625099541709,23.794007860055455,9.69484229664145,8.75,5.5958407397257126e-05,0.5881030479405057,9.5,0.017083509994340707,6.1701943779798825,145.42263444962174,145.25,0.0007134363188439068,1.534476872584062,145.5,0.008501529562385493,2.3125989280346597,204.5773655503782,205.5,0.0012979674358379772,3.3365203645013715,205.5,0.04346252412273617,19.124348453841954,65.44125494354253,64.5,0.0024063859136975096,8.006073320797906,64.5,0.026771765286423825,9.827044982981338,409.1547311007564,410.0,0.004075198825894942,3.0806035269863856,Pass,Pass,Pass,Pass
UOS v1 sensor + 16 kHz acquisition,legacy,ShaftEndSide,external_data/uos_v2_pilot/2026-07-22_1400rpm_30204_ir_h/legacy_333d01_16khz/ShaftEndSide_H_IR_16_30204_1400.mat,16000.0,1280000,80.0,30.0,g,IR,IR,H,No,Filename matches stated condition,Unknown,1.0,-4.12096143136446e-06,0.48636928984165645,0.47949418415150574,98.58644329859129,0.4641591644511446,0.48636928984165645,4.785023563366408,10.604275809293426,21.106584286441013,21.802930470272454,47.79430690244083,53.02137904646713,0.0,0.4326113153521788,0.282854506338903,0.7182337948730823,37.11793963471805,23.25,0.05440958062125368,2000.0,7000.0,23.333333333333332,23.25,0.05440958062125368,50.504322628467946,23.25,0.16188107582396177,23.597698507432323,9.69484229664145,9.5,0.000453756432008099,8.331268925974998,9.5,0.01728216999165017,3.6005725919288363,145.42263444962174,145.5,0.0009480531407699264,1.483994873493113,146.25,0.009136654318785048,1.9202741922079956,204.5773655503782,204.25,0.0006958467947311814,1.1352172786917365,205.5,0.036701504366701644,17.755363758678612,65.44125494354253,65.75,0.0006749092062057882,7.529368040184349,66.0,0.02954023325772508,9.776296261657633,409.1547311007564,410.0,0.0030627176062162356,3.6410086850976113,Pass,Pass,Pass,Pass
UOS v1 sensor + 16 kHz acquisition,legacy,MotorEndTop,external_data/uos_v2_pilot/2026-07-22_1400rpm_30204_ir_h/legacy_333d01_16khz/MotorEndTop_H_IR_16_30204_1400.mat,16000.0,1280000,80.0,30.0,g,IR,IR,H,No,Filename matches stated condition,Unknown,1.0,-5.217215099728964e-05,0.38018451522102653,0.37923094627738774,99.7491825928038,0.38273107779029675,0.38018451522102653,-0.6653660277531781,2.583868948476708,4.779918965141864,6.796355046113684,1.9755654091916197,12.91934474238354,0.0,0.37962192961592867,0.37062017349709725,0.4047973078864019,2.4080804349026717,23.25,0.3165275433091769,2000.0,7000.0,23.333333333333332,23.25,0.3165275433091769,67.70474207452563,23.25,0.036264923288897764,23.9227478456898,9.69484229664145,9.5,0.00010354792128535642,11.471194246806824,9.5,0.004445291428896714,3.789018514608963,145.42263444962174,145.5,0.0007411862773507177,3.5521698709128118,145.25,0.0016514855185128217,1.8580480273138242,204.5773655503782,204.5,0.0008488711103087306,0.8049352692386718,205.5,0.0061285581597624,14.345298389047104,65.44125494354253,65.75,0.0012916865141430773,5.060705820202411,65.75,0.005770479204225854,8.577418252378877,409.1547311007564,408.25,0.0009952241839904844,0.8445278913400152,Pass,Pass,Pass,Pass
UOS v1 sensor + 16 kHz acquisition,legacy,MotorEndSide,external_data/uos_v2_pilot/2026-07-22_1400rpm_30204_ir_h/legacy_333d01_16khz/MotorEndSide_H_IR_16_30204_1400.mat,16000.0,1280000,80.0,30.0,g,IR,IR,H,No,Filename matches stated condition,Unknown,1.0,-5.7399762973152665e-06,0.10793712315342341,0.1067650858551956,98.91414810401992,0.10766304258024803,0.10793712315342341,0.25457256882841506,1.3028772522169294,2.4762500301235293,12.07070574194386,6.657651405319687,6.514386261084646,0.0,0.10668452431029041,0.09433942173188185,0.1267501271449508,9.304175275286287,23.25,0.01773393997219725,2000.0,7000.0,23.333333333333332,23.25,0.01773393997219725,55.609961643770504,23.25,0.021208536636665592,20.984315183044735,9.69484229664145,9.5,0.000751040877174555,27.985846056949022,9.5,0.0030770961617981045,4.140864800335378,145.42263444962174,144.5,0.0005335239399634335,2.956086903937649,146.0,0.0012148719784084183,1.4169152275164554,204.5773655503782,204.5,0.0008241986992223497,3.175248547410085,205.5,0.0026435765439922782,10.192180995884318,65.44125494354253,65.75,0.00036256653779513024,7.482134501983007,64.5,0.003844071670839145,7.142538804034793,409.1547311007564,408.75,0.0005676712613607893,1.473715593339264,Pass,Pass,Pass,Pass
